gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
2608290690	647	32.08	22	643	9	611	2.0e-123	436	COG1022	Long-chain acyl-CoA synthetase (AMP-forming)	613
2608290692	455	33.26	1	454	1	403	1.0e-78	287	COG0508	Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component	404
2608290693	378	43.14	13	368	2	345	4.0e-100	358	COG0809	S-adenosylmethionine:tRNA-ribosyltransferase-isomerase (queuine synthetase)	348
2608290694	328	55.19	4	310	1	299	3.0e-108	384	COG0031	Cysteine synthase	300
2608290695	489	28.8	182	487	83	393	1.0e-50	194	COG0626	Cystathionine beta-lyase/cystathionine gamma-synthase	396
2608290696	387	45.15	9	386	4	394	6.0e-116	411	COG0626	Cystathionine beta-lyase/cystathionine gamma-synthase	396
2608290697	202	45.85	1	200	1	205	4.0e-49	187	COG0522	Ribosomal protein S4 or related protein	205
2608290700	511	39.59	19	507	4	475	7.0e-115	407	COG0769	UDP-N-acetylmuramyl tripeptide synthase	475
2608290701	234	22.75	5	196	8	203	4.0e-13	68.7	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	251
2608290702	391	22.63	3	390	6	403	7.0e-51	194	COG0520	Selenocysteine lyase/Cysteine desulfurase	405
2608290706	81	60.81	11	81	12	85	9.0e-19	85	COG0694	Fe-S cluster biogenesis protein NfuA, 4Fe-4S-binding domain	93
2608290707	498	28.89	14	451	4	401	3.0e-75	276	COG0579	L-2-hydroxyglutarate oxidase LhgO	429
2608290708	602	67.61	1	602	1	602	0.0e+00	1005	COG0481	Translation elongation factor EF-4, membrane-bound GTPase	603
2608290709	273	39.85	3	268	18	283	3.0e-53	202	COG1173	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	289
2608290712	130	26.89	1	119	6	123	8.0e-15	72.6	COG3011	Predicted thiol-disulfide oxidoreductase YuxK, DCC family	137
2608290714	496	33.86	1	496	2	503	7.0e-114	404	COG3046	Uncharacterized protein related to deoxyribodipyrimidine photolyase	505
2608290716	438	37.47	95	438	1	355	4.0e-77	282	COG0144	16S rRNA C967 or C1407 C5-methylase, RsmB/RsmF family	355
2608290717	589	32.04	3	584	9	598	3.0e-121	429	COG0744	Membrane carboxypeptidase (penicillin-binding protein)	661
2608290718	315	27.76	19	315	12	288	2.0e-28	119	COG0382	4-hydroxybenzoate polyprenyltransferase	289
2608290720	256	61.18	1	254	1	255	7.0e-105	373	COG0107	Imidazole glycerol phosphate synthase subunit HisF	256
2608290721	233	30.84	8	233	12	237	6.0e-44	170	COG2226	Ubiquinone/menaquinone biosynthesis C-methylase UbiE	238
2608290723	249	24.88	40	238	7	219	1.0e-21	97.3	COG0340	Biotin-(acetyl-CoA carboxylase) ligase	238
2608290724	228	49.12	5	228	1	226	2.0e-75	275	COG1136	ABC-type lipoprotein export system, ATPase component	226
2608290725	506	38.4	9	492	2	474	5.0e-94	338	COG1007	NADH:ubiquinone oxidoreductase subunit 2 (chain N)	475
2608290726	868	47.99	5	594	3	561	0.0e+00	576	COG0550	DNA topoisomerase IA	570
2608290729	385	27.94	38	364	28	340	4.0e-40	158	COG2038	NaMN:DMB phosphoribosyltransferase	347
2608290731	380	31.39	8	380	4	390	7.0e-64	238	COG1453	Predicted oxidoreductase of the aldo/keto reductase family	391
2608290732	217	45.59	1	201	1	201	7.0e-57	213	COG0307	Riboflavin synthase alpha chain	204
2608290734	200	41.24	26	200	32	206	7.0e-40	156	COG1845	Heme/copper-type cytochrome/quinol oxidase, subunit 3	209
2608290735	541	53.25	21	521	7	512	0.0e+00	544	COG0843	Heme/copper-type cytochrome/quinol oxidase, subunit 1	566
2608290736	267	29.25	10	261	1	224	3.0e-47	181	COG1622	Heme/copper-type cytochrome/quinol oxidase, subunit 2	247
2608290737	322	23.45	28	296	20	307	1.0e-25	110	COG1612	Heme A synthase	323
2608290738	333	40.61	18	310	8	298	6.0e-60	224	COG0109	Polyprenyltransferase (heme O synthase)	304
2608290739	338	38.92	1	314	2	293	3.0e-68	252	COG1131	ABC-type multidrug transport system, ATPase component	293
2608290742	584	40.26	1	531	2	524	7.0e-113	401	COG0459	Chaperonin GroEL (HSP60 family)	524
2608290744	249	48.41	7	248	3	251	7.0e-59	220	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	251
2608290745	226	41.59	1	224	5	230	7.0e-61	227	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	230
2608290746	289	28.66	3	281	5	303	5.0e-47	181	COG1619	Muramoyltetrapeptide carboxypeptidase LdcA (peptidoglycan recycling)	313
2608290747	302	32.29	15	301	8	287	2.0e-31	130	COG0382	4-hydroxybenzoate polyprenyltransferase	289
2608290748	531	35.67	16	510	4	482	6.0e-97	348	COG0248	Exopolyphosphatase/pppGpp-phosphohydrolase	492
2608290750	251	42.69	1	251	1	253	8.0e-75	273	COG2875	Precorrin-4 methylase	254
2608290751	297	30.87	1	289	1	278	2.0e-45	176	COG0682	Prolipoprotein diacylglyceryltransferase	287
2608290753	178	30.11	5	173	2	177	8.0e-28	116	COG0723	Rieske Fe-S protein	177
2608290755	252	33.33	13	250	6	250	1.0e-39	156	COG0805	Sec-independent protein secretion pathway component TatC	255
2608290757	574	22.73	7	571	3	564	2.0e-48	187	COG1293	Predicted component of the ribosome quality control (RQC) complex, YloA/Tae2 family, contains fibronectin-binding (FbpA) and DUF814 domains	564
2608290758	184	45.81	6	184	5	182	1.0e-57	216	COG0194	Guanylate kinase	191
2608290761	356	45.87	3	351	2	342	7.0e-106	377	COG0533	tRNA A37 threonylcarbamoyltransferase TsaD	342
2608290763	399	29.68	1	394	2	407	3.0e-30	126	COG0025	NhaP-type Na+/H+ or K+/H+ antiporter	429
2608290764	479	37.37	2	477	9	471	1.0e-115	410	COG0008	Glutamyl- or glutaminyl-tRNA synthetase	472
2608290768	156	60.36	43	153	4	114	3.0e-35	141	COG0335	Ribosomal protein L19	115
2608290770	279	46.83	29	278	3	253	4.0e-85	307	COG0024	Methionine aminopeptidase	255
2608290771	235	17.5	5	180	6	195	4.0e-09	55.2	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	251
2608290772	369	28.18	1	358	1	350	3.0e-51	195	COG0857	BioD-like N-terminal domain of phosphotransacetylase	354
2608290774	165	39.76	1	165	1	164	7.0e-35	140	COG1666	Uncharacterized conserved protein YajQ, UPF0234 family	165
2608290776	267	22.64	16	220	2	205	5.0e-16	78.6	COG0330	Regulator of protease activity HflC, stomatin/prohibitin superfamily	291
2608290777	434	60.66	8	433	5	431	0.0e+00	619	COG0001	Glutamate-1-semialdehyde aminotransferase	432
2608290778	281	44.74	3	264	3	261	7.0e-80	290	COG0708	Exonuclease III	261
2608290781	408	34.42	5	402	4	384	5.0e-77	281	COG1641	Uncharacterized conserved protein, DUF111 family	387
2608290783	512	25.71	17	511	11	535	4.0e-55	209	COG1178	ABC-type Fe3+ transport system, permease component	540
2608290784	362	34.99	6	357	1	320	2.0e-74	272	COG0523	GTPase, G3E family	323
2608290785	96	43.88	1	96	1	98	2.0e-24	104	COG2154	Pterin-4a-carbinolamine dehydratase	101
2608290786	151	30.87	1	148	1	137	5.0e-31	126	COG0432	Thiamin phosphate synthase YjbQ, UPF0047 family	137
2608290787	501	35.32	3	496	4	494	8.0e-117	414	COG2317	Zn-dependent carboxypeptidase, M32 family	497
2608290788	195	45.28	29	187	14	171	2.0e-39	155	COG0221	Inorganic pyrophosphatase	171
2608290789	316	54.55	5	311	3	307	3.0e-107	381	COG0181	Porphobilinogen deaminase	307
2608290790	393	51.79	80	392	6	341	1.0e-86	313	COG0568	DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32)	342
2608290791	758	33.33	16	755	5	727	0.0e+00	569	COG1198	Primosomal protein N' (replication factor Y) - superfamily II helicase	730
2608290793	283	52.27	22	282	2	264	6.0e-80	290	COG0548	Acetylglutamate kinase	265
2608290796	141	18.79	1	141	3	167	3.0e-08	50.9	COG0629	Single-stranded DNA-binding protein	167
2608290797	266	23.08	10	266	4	253	7.0e-30	124	COG2099	Precorrin-6x reductase	257
2608290798	101	32.04	1	101	1	103	5.0e-13	66	COG1324	Uncharacterized protein involved in tolerance to divalent cations	104
2608290799	334	28.93	15	327	1	297	1.0e-43	170	COG0524	Sugar or nucleoside kinase, ribokinase family	311
2608290800	436	56.64	2	428	2	430	0.0e+00	618	COG0104	Adenylosuccinate synthase	430
2608290805	184	43.86	1	170	1	171	4.0e-42	164	COG0221	Inorganic pyrophosphatase	171
2608290806	118	41.23	2	115	1	113	4.0e-20	90.2	COG1393	Arsenate reductase and related proteins, glutaredoxin family	117
2608290807	219	24.84	14	143	15	166	5.0e-09	55	COG0681	Signal peptidase I	166
2608290808	442	34.36	228	420	4	196	3.0e-40	159	COG0406	Broad specificity phosphatase PhoE	208
2608290809	453	28.8	265	451	31	221	5.0e-08	53	COG1266	Membrane protease YdiL, CAAX protease family	226
2608290811	583	33.11	2	574	1	599	3.0e-96	346	COG0768	Cell division protein FtsI/penicillin-binding protein 2	599
2608290812	333	37.19	5	319	1	239	1.0e-56	213	COG0176	Transaldolase	239
2608290813	377	25.13	3	377	3	390	3.0e-39	156	COG0644	Dehydrogenase (flavoprotein)	396
2608290814	182	57.54	4	182	9	187	1.0e-54	206	COG0233	Ribosome recycling factor	187
2608290815	234	60.85	1	234	3	237	4.0e-88	317	COG0528	Uridylate kinase	238
2608290816	230	48.74	32	230	2	198	3.0e-62	232	COG2109	ATP:corrinoid adenosyltransferase	198
2608290817	389	21.99	152	365	54	283	3.0e-03	36.3	COG4974	Site-specific recombinase XerD	300
2608290818	391	41.16	1	328	3	320	3.0e-95	342	COG0276	Protoheme ferro-lyase (ferrochelatase)	320
2608290819	587	50.27	21	579	2	549	0.0e+00	646	COG0028	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme	550
2608290821	265	28.36	66	265	64	247	6.0e-37	147	COG1496	Copper oxidase (laccase) domain	249
2608290824	262	35.89	13	259	6	248	9.0e-46	177	COG1402	 Creatinine amidohydrolase/Fe(II)-dependent formamide hydrolase involved in riboflavin and F420 biosynthesis	250
2608290826	346	53.2	1	333	11	348	2.0e-95	342	COG5322	Predicted amino acid dehydrogenase	351
2608290827	335	56.69	6	319	4	317	1.0e-126	446	COG0825	Acetyl-CoA carboxylase alpha subunit	317
2608290828	244	28.69	9	244	5	246	4.0e-42	164	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG	246
2608290829	246	34.21	53	240	9	195	7.0e-39	154	COG0302	GTP cyclohydrolase I	195
2608290830	218	38.21	6	217	2	207	2.0e-45	175	COG0135	Phosphoribosylanthranilate isomerase	208
2608290831	407	17.7	1	219	2	215	1.0e-09	57.7	COG1994	Zn-dependent protease (includes SpoIVFB)	230
2608290835	334	18.41	9	283	8	229	5.0e-16	78.7	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	251
2608290836	295	44.4	32	292	4	267	1.0e-75	276	COG1348	Nitrogenase subunit NifH, an ATPase	278
2608290837	525	22.22	12	419	36	432	2.0e-26	113	COG2710	Nitrogenase molybdenum-iron protein, alpha and beta chains	456
2608290838	418	22.36	31	415	49	450	1.0e-15	77.8	COG2710	Nitrogenase molybdenum-iron protein, alpha and beta chains	456
2608290841	194	35.26	6	189	4	192	2.0e-39	155	COG0127	Inosine/xanthosine triphosphate pyrophosphatase, all-alpha NTP-PPase family	194
2608290843	471	50.66	7	460	2	429	0.0e+00	552	COG1850	Ribulose 1,5-bisphosphate carboxylase, large subunit, or a RuBisCO-like protein	429
2608290844	113	33.68	15	109	9	103	6.0e-19	86.2	COG4451	Ribulose bisphosphate carboxylase small subunit	127
2608290847	83	32.95	1	81	1	88	2.0e-10	57.6	COG4576	Carboxysome shell and ethanolamine utilization microcompartment protein CcmK/EutM	89
2608290848	82	33.73	1	77	1	83	4.0e-11	59.5	COG4576	Carboxysome shell and ethanolamine utilization microcompartment protein CcmK/EutM	89
2608290851	130	46.92	1	130	1	129	6.0e-37	146	COG0251	Enamine deaminase RidA, house cleaning of reactive enamine intermediates, YjgF/YER057c/UK114 family	130
2608290852	246	29.59	9	175	16	210	2.0e-21	96.1	COG0491	Glyoxylase or a related metal-dependent hydrolase, beta-lactamase superfamily II	252
2608290853	212	46.41	1	205	2	207	2.0e-54	205	COG0040	ATP phosphoribosyltransferase	290
2608290854	598	37.46	6	594	4	567	7.0e-114	404	COG1132	ABC-type multidrug transport system, ATPase and permease component	567
2608290857	211	27.45	6	207	7	197	1.0e-18	86.5	COG3222	Uncharacterized conserved protein, glycosyltransferase A (GT-A) superfamily, DUF2064 family	211
