gene_oid	gene_length	query_start	query_end	domaindb	domainid	iprid	iprdesc	go_info
2608289130	598	305	390	SUPERFAMILY	SSF54980	IPR009022	Elongation factor G, III-V domain	
2608289130	598	401	515	SUPERFAMILY	SSF54980	IPR009022	Elongation factor G, III-V domain	
2608289130	598	3	209	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608289131	122	9	109	SUPERFAMILY	SSF140663	IPR023203	TTHA0068-like domain	
2608289132	244	5	240	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2608289132	244	29	233	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2608289132	244	4	240	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608289134	252	16	238	SUPERFAMILY	SSF51366	IPR011060	Ribulose-phosphate binding barrel	GO:0003824|GO:0008152
2608289135	353	23	346	SUPERFAMILY	SSF56655			
2608289136	436	1	158	SUPERFAMILY	SSF69742	IPR015895	Tetrapyrrole biosynthesis, glutamyl-tRNA reductase, N-terminal	GO:0008883|GO:0033014|GO:0050661|GO:0055114
2608289136	436	327	429	SUPERFAMILY	SSF69075	IPR015896	Tetrapyrrole biosynthesis, glutamyl-tRNA reductase, dimerisation domain	GO:0008883|GO:0033014|GO:0050661|GO:0055114
2608289136	436	99	122	ProSitePatterns	PS00747	IPR018214	Tetrapyrrole biosynthesis, glutamyl-tRNA reductase, conserved site	GO:0008883|GO:0055114
2608289136	436	161	323	SUPERFAMILY	SSF51735			
2608289137	431	10	29	ProSitePatterns	PS00808	IPR005836	ADP-glucose pyrophosphorylase, conserved site	GO:0005978|GO:0008878
2608289137	431	97	105	ProSitePatterns	PS00809	IPR005836	ADP-glucose pyrophosphorylase, conserved site	GO:0005978|GO:0008878
2608289137	431	209	219	ProSitePatterns	PS00810	IPR005836	ADP-glucose pyrophosphorylase, conserved site	GO:0005978|GO:0008878
2608289137	431	294	431	SUPERFAMILY	SSF51161	IPR011004	Trimeric LpxA-like	
2608289137	431	1	278	SUPERFAMILY	SSF53448			
2608289137	431	376	393	SUPERFAMILY	SSF53448			
2608289138	472	255	267	ProSitePatterns	PS00461	IPR006184	6-phosphogluconate-binding site	GO:0004616|GO:0006098|GO:0055114
2608289138	472	177	471	SUPERFAMILY	SSF48179	IPR008927	6-phosphogluconate dehydrogenase, C-terminal-like	GO:0055114
2608289138	472	5	176	SUPERFAMILY	SSF51735			
2608289139	242	10	241	SUPERFAMILY	SSF100950			
2608289140	182	11	157	SUPERFAMILY	SSF49785	IPR008979	Galactose-binding domain-like	
2608289142	557	379	556	SUPERFAMILY	SSF52016	IPR015928	Aconitase/3-isopropylmalate dehydratase, swivel	GO:0008152
2608289142	557	122	132	ProSitePatterns	PS00886	IPR020558	Dihydroxy-acid/6-phosphogluconate dehydratase, conserved site	GO:0003824|GO:0008152
2608289142	557	464	475	ProSitePatterns	PS00887	IPR020558	Dihydroxy-acid/6-phosphogluconate dehydratase, conserved site	GO:0003824|GO:0008152
2608289142	557	3	377	SUPERFAMILY	SSF143975			
2608289144	205	7	196	SUPERFAMILY	SSF53271			
2608289145	170	49	145	SUPERFAMILY	SSF141571			
2608289146	354	249	329	SUPERFAMILY	SSF90002	IPR011629	Cobalamin (vitamin B12) biosynthesis CobW-like, C-terminal	
2608289146	354	3	219	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608289147	84	3	80	SUPERFAMILY	SSF82697			
2608289148	221	6	221	ProSiteProfiles	PS51273	IPR017926	Glutamine amidotransferase	
2608289148	221	3	218	SUPERFAMILY	SSF52317			
2608289149	357	72	85	ProSitePatterns	PS00602	IPR000771	Ketose-bisphosphate aldolase, class-II	GO:0005975|GO:0008270|GO:0016832
2608289149	357	139	150	ProSitePatterns	PS00806	IPR000771	Ketose-bisphosphate aldolase, class-II	GO:0005975|GO:0008270|GO:0016832
2608289149	357	3	328	SUPERFAMILY	SSF51569			
2608289150	365	4	172	SUPERFAMILY	SSF51735			
2608289150	365	132	302	SUPERFAMILY	SSF55347			
2608289152	293	50	262	ProSiteProfiles	PS50980	IPR011762	Acetyl-coenzyme A carboxyltransferase, N-terminal	GO:0016874
2608289152	293	29	282	SUPERFAMILY	SSF52096			
2608289153	299	170	183	ProSitePatterns	PS00567	IPR006082	Phosphoribulokinase	GO:0005524|GO:0005975|GO:0008974
2608289153	299	3	296	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608289154	357	244	263	ProSitePatterns	PS00470	IPR019818	Isocitrate/isopropylmalate dehydrogenase, conserved site	GO:0000287|GO:0016616|GO:0051287|GO:0055114
2608289154	357	1	356	SUPERFAMILY	SSF53659			
2608289155	344	38	324	SUPERFAMILY	SSF51161	IPR011004	Trimeric LpxA-like	
2608289156	360	2	256	SUPERFAMILY	SSF53633	IPR001048	Aspartate/glutamate/uridylate kinase	
2608289156	360	275	356	ProSiteProfiles	PS50890	IPR002478	Pseudouridine synthase/archaeosine transglycosylase	GO:0003723
2608289156	360	276	358	SMART	SM00359	IPR002478	Pseudouridine synthase/archaeosine transglycosylase	GO:0003723
2608289156	360	276	350	SUPERFAMILY	SSF88697	IPR015947	PUA-like domain	
2608289156	360	206	223	ProSitePatterns	PS00902	IPR019797	Glutamate 5-kinase, conserved site	GO:0004349|GO:0006561
2608289157	164	9	147	SUPERFAMILY	SSF56784	IPR023214	HAD-like domain	
2608289159	153	9	109	SMART	SM00732	IPR006641	YqgF/RNase H-like domain	GO:0006139|GO:0016788
2608289159	153	10	137	SUPERFAMILY	SSF53098	IPR012337	Ribonuclease H-like domain	GO:0003676
2608289161	389	184	386	SUPERFAMILY	SSF144010			
2608289162	183	34	152	SUPERFAMILY	SSF52833	IPR012336	Thioredoxin-like fold	
2608289164	255	1	238	SUPERFAMILY	SSF51366	IPR011060	Ribulose-phosphate binding barrel	GO:0003824|GO:0008152
2608289165	306	1	282	SUPERFAMILY	SSF51735			
2608289166	179	55	77	ProSitePatterns	PS00379	IPR000462	CDP-alcohol phosphatidyltransferase	GO:0008654|GO:0016020|GO:0016780
2608289167	203	114	203	ProSiteProfiles	PS51354	IPR002109	Glutaredoxin	GO:0009055|GO:0015035|GO:0045454
2608289167	203	120	200	SUPERFAMILY	SSF52833	IPR012336	Thioredoxin-like fold	
2608289167	203	1	112	SUPERFAMILY	SSF117856			
2608289169	219	1	204	SUPERFAMILY	SSF51735			
2608289170	217	39	186	SMART	SM00478	IPR003265	HhH-GPD domain	GO:0006284
2608289170	217	103	132	ProSitePatterns	PS01155	IPR004036	Endonuclease III-like, conserved site-2	
2608289170	217	3	210	SUPERFAMILY	SSF48150	IPR011257	DNA glycosylase	GO:0003824|GO:0006281
2608289171	352	6	239	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2608289171	352	34	216	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2608289171	352	139	153	ProSitePatterns	PS00211	IPR017871	ABC transporter, conserved site	GO:0005524|GO:0016887
2608289171	352	6	244	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608289172	184	23	168	ProSiteProfiles	PS50905	IPR009040	Ferritin- like diiron domain	
2608289172	184	26	183	SUPERFAMILY	SSF47240	IPR009078	Ferritin-like superfamily	
2608289174	195	114	189	ProSiteProfiles	PS51063	IPR012318	Helix-turn-helix motif, Crp-type	GO:0003677|GO:0006355
2608289174	195	145	168	ProSitePatterns	PS00042	IPR018335	Transcription regulator HTH, Crp-type, conserved site	GO:0003700|GO:0005622|GO:0006355
2608289174	195	115	174	SUPERFAMILY	SSF46785			
2608289176	262	7	245	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2608289176	262	31	222	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2608289176	262	15	228	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608289177	440	47	162	SUPERFAMILY	SSF50022	IPR017941	Rieske [2Fe-2S] iron-sulphur domain	GO:0016491|GO:0051537|GO:0055114
2608289177	440	48	160	ProSiteProfiles	PS51296	IPR017941	Rieske [2Fe-2S] iron-sulphur domain	GO:0016491|GO:0051537|GO:0055114
2608289177	440	190	380	SUPERFAMILY	SSF55961			
2608289188	236	5	236	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2608289188	236	29	205	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2608289188	236	4	226	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608289189	249	7	246	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2608289189	249	31	222	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2608289189	249	6	245	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608289192	425	35	388	SUPERFAMILY	SSF53822	IPR028082	Periplasmic binding protein-like I	
2608289192	425	1	23	ProSiteProfiles	PS51257			
2608289193	203	4	198	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608289195	149	7	71	SMART	SM00988	IPR004029	UreE urease accessory, N-terminal	GO:0006461|GO:0016151|GO:0019627
2608289195	149	20	76	SUPERFAMILY	SSF69287	IPR004029	UreE urease accessory, N-terminal	GO:0006461|GO:0016151|GO:0019627
2608289195	149	79	145	SUPERFAMILY	SSF69737	IPR007864	UreE urease accessory, C-terminal	GO:0006461|GO:0016151|GO:0019627
2608289197	100	1	99	SUPERFAMILY	SSF54111	IPR002026	Urease, gamma/gamma-beta subunit	GO:0016151|GO:0043419
2608289198	106	4	105	SUPERFAMILY	SSF51278	IPR002019	Urease, beta subunit	
2608289199	569	4	179	SUPERFAMILY	SSF51338	IPR011059	Metal-dependent hydrolase, composite domain	GO:0016810
2608289199	569	424	479	SUPERFAMILY	SSF51338	IPR011059	Metal-dependent hydrolase, composite domain	GO:0016810
2608289199	569	129	142	ProSitePatterns	PS01120	IPR017950	Urease, alpha subunit, conserved site	GO:0006807|GO:0009039|GO:0016151
2608289199	569	319	335	ProSitePatterns	PS00145	IPR017950	Urease, alpha subunit, conserved site	GO:0006807|GO:0009039|GO:0016151
2608289199	569	131	569	ProSiteProfiles	PS51368	IPR017951	Urease, alpha subunit, C-terminal	GO:0006807|GO:0009039|GO:0016151
2608289199	569	131	434	SUPERFAMILY	SSF51556			
2608289199	569	483	568	SUPERFAMILY	SSF51556			
2608289200	408	34	400	SUPERFAMILY	SSF53448			
2608289201	586	68	489	SMART	SM00642	IPR006589	Glycosyl hydrolase, family 13, subfamily, catalytic domain	GO:0003824|GO:0005975|GO:0043169
2608289201	586	60	492	SUPERFAMILY	SSF51445	IPR017853	Glycoside hydrolase, superfamily	
2608289202	265	8	258	SUPERFAMILY	SSF56784	IPR023214	HAD-like domain	
2608289203	314	24	261	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608289209	242	31	198	SUPERFAMILY	SSF55068	IPR002569	Peptide methionine sulphoxide reductase MsrA	GO:0008113|GO:0055114
2608289210	581	338	572	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2608289210	581	364	549	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2608289210	581	2	316	SUPERFAMILY	SSF90123	IPR011527	ABC transporter type 1, transmembrane domain	GO:0005524|GO:0006810|GO:0016021|GO:0042626|GO:0055085
2608289210	581	23	303	ProSiteProfiles	PS50929	IPR011527	ABC transporter type 1, transmembrane domain	GO:0005524|GO:0006810|GO:0016021|GO:0042626|GO:0055085
2608289210	581	331	572	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608289212	349	77	334	SUPERFAMILY	SSF52418	IPR000312	Glycosyl transferase, family 3	GO:0008152|GO:0016757
2608289212	349	8	70	SUPERFAMILY	SSF47648	IPR017459	Glycosyl transferase family 3, N-terminal domain	
2608289213	379	7	136	SMART	SM01097	IPR002474	Carbamoyl-phosphate synthase, small subunit N-terminal domain	
2608289213	379	8	151	SUPERFAMILY	SSF52021	IPR002474	Carbamoyl-phosphate synthase, small subunit N-terminal domain	
2608289213	379	194	379	ProSiteProfiles	PS51273	IPR017926	Glutamine amidotransferase	
2608289213	379	180	377	SUPERFAMILY	SSF52317			
2608289214	132	16	127	SUPERFAMILY	SSF69065	IPR000999	Ribonuclease III domain	GO:0003723|GO:0004525|GO:0006396
2608289215	336	98	174	SMART	SM00967	IPR013123	RNA 2-O ribose methyltransferase, substrate binding	GO:0008168
2608289215	336	93	168	SUPERFAMILY	SSF55315			
2608289215	336	163	334	SUPERFAMILY	SSF75217			
2608289217	480	147	178	ProSitePatterns	PS00571	IPR020556	Amidase, conserved site	
2608289217	480	2	470	SUPERFAMILY	SSF75304	IPR023631	Amidase signature domain	
2608289218	1165	4	71	SMART	SM00481	IPR003141	Polymerase/histidinol phosphatase, N-terminal	GO:0003677|GO:0003887|GO:0006260
2608289218	1165	4	257	SUPERFAMILY	SSF89550	IPR016195	Polymerase/histidinol phosphatase-like	GO:0003824
2608289220	89	39	69	ProSitePatterns	PS00362	IPR000589	Ribosomal protein S15	GO:0003735|GO:0005622|GO:0005840|GO:0006412
2608289220	89	3	88	SUPERFAMILY	SSF47060	IPR009068	S15/NS1, RNA-binding	
2608289221	225	73	141	SUPERFAMILY	SSF47781	IPR010994	RuvA domain 2-like	
2608289221	225	1	70	SUPERFAMILY	SSF50249	IPR012340	Nucleic acid-binding, OB-fold	
2608289223	296	49	147	SUPERFAMILY	SSF103481			
2608289223	296	193	288	SUPERFAMILY	SSF103481			
2608289224	677	36	90	SMART	SM00400	IPR002694	Zinc finger, CHC2-type	GO:0003677|GO:0003896|GO:0006260|GO:0008270
2608289224	677	264	337	SMART	SM00493	IPR006171	Toprim domain	
2608289224	677	264	350	ProSiteProfiles	PS50880	IPR006171	Toprim domain	
2608289224	677	4	98	SUPERFAMILY	SSF57783			
2608289224	677	118	428	SUPERFAMILY	SSF56731			
2608289226	428	9	193	ProSiteProfiles	PS50173	IPR017963	DNA-repair protein, UmuC-like, N-terminal	GO:0003684|GO:0003887|GO:0006281
2608289226	428	9	243	SUPERFAMILY	SSF56672			
2608289227	138	11	135	SUPERFAMILY	SSF51306	IPR015927	Peptidase S24/S26A/S26B/S26C	
2608289228	138	6	136	SUPERFAMILY	SSF75217			
2608289230	276	38	66	ProSitePatterns	PS01131	IPR020596	Ribosomal RNA adenine methylase transferase, conserved site	GO:0000154|GO:0000179|GO:0008649
2608289230	276	22	198	SMART	SM00650	IPR020598	Ribosomal RNA adenine methylase transferase, N-terminal	GO:0000154|GO:0000179|GO:0008649
2608289230	276	7	271	SUPERFAMILY	SSF53335			
2608289231	311	9	162	SUPERFAMILY	SSF54211	IPR020568	Ribosomal protein S5 domain 2-type fold	
2608289231	311	171	285	SUPERFAMILY	SSF55060			
2608289233	327	4	179	SMART	SM00861	IPR005475	Transketolase-like, pyrimidine-binding domain	
2608289233	327	187	323	SUPERFAMILY	SSF52922	IPR009014	Transketolase, C-terminal/Pyruvate-ferredoxin oxidoreductase, domain II	GO:0003824|GO:0008152
2608289233	327	8	203	SUPERFAMILY	SSF52518			
2608289234	489	276	469	SUPERFAMILY	SSF82866			
2608289235	304	146	302	SUPERFAMILY	SSF82866			
2608289239	347	2	141	SMART	SM00450	IPR001763	Rhodanese-like domain	
2608289239	347	12	144	ProSiteProfiles	PS50206	IPR001763	Rhodanese-like domain	
2608289239	347	16	63	SUPERFAMILY	SSF52821	IPR001763	Rhodanese-like domain	
2608289239	347	100	157	SUPERFAMILY	SSF52821	IPR001763	Rhodanese-like domain	
2608289239	347	149	181	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608289239	347	235	319	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608289240	239	88	231	SUPERFAMILY	SSF140869			
2608289241	144	49	135	SUPERFAMILY	SSF55874	IPR003594	Histidine kinase-like ATPase, ATP-binding domain	GO:0005524
2608289243	351	94	340	SUPERFAMILY	SSF53335			
2608289244	473	5	102	SUPERFAMILY	SSF54368	IPR008147	Glutamine synthetase, beta-Grasp	GO:0004356|GO:0006542|GO:0006807
2608289244	473	52	70	ProSitePatterns	PS00180	IPR027302	Glutamine synthetase, N-terminal conserved site	
2608289244	473	261	276	ProSitePatterns	PS00181	IPR027303	Glutamine synthetase, glycine-rich site	
2608289244	473	104	472	SUPERFAMILY	SSF55931			
2608289245	394	25	386	SUPERFAMILY	SSF53383	IPR015424	Pyridoxal phosphate-dependent transferase	
2608289245	394	203	223	ProSitePatterns	PS00595	IPR020578	Aminotransferase class-V pyridoxal-phosphate binding site	
2608289246	171	72	109	ProSitePatterns	PS00903	IPR016192	APOBEC/CMP deaminase, zinc-binding	GO:0008270|GO:0016787
2608289246	171	23	168	SUPERFAMILY	SSF53927	IPR016193	Cytidine deaminase-like	GO:0003824
2608289247	461	21	460	SUPERFAMILY	SSF53383	IPR015424	Pyridoxal phosphate-dependent transferase	
2608289248	499	109	256	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608289252	597	77	172	SUPERFAMILY	SSF50800	IPR011037	Pyruvate kinase-like, insert domain	
2608289252	597	328	474	SUPERFAMILY	SSF52935	IPR015795	Pyruvate kinase, C-terminal	
2608289252	597	3	80	SUPERFAMILY	SSF51621	IPR015813	Pyruvate/Phosphoenolpyruvate kinase-like domain	GO:0003824
2608289252	597	162	345	SUPERFAMILY	SSF51621	IPR015813	Pyruvate/Phosphoenolpyruvate kinase-like domain	GO:0003824
2608289253	109	1	96	SUPERFAMILY	SSF101386			
2608289255	154	2	65	SUPERFAMILY	SSF46785			
2608289255	154	64	136	SUPERFAMILY	SSF46785			
2608289256	515	43	56	ProSitePatterns	PS00165	IPR000634	Serine/threonine dehydratase, pyridoxal-phosphate-binding site	GO:0006520|GO:0030170
2608289256	515	330	401	ProSiteProfiles	PS51672	IPR001721	ACT-like domain	
2608289256	515	432	503	ProSiteProfiles	PS51672	IPR001721	ACT-like domain	
2608289256	515	4	356	SUPERFAMILY	SSF53686	IPR001926	Tryptophan synthase beta subunit-like PLP-dependent enzymes superfamily	
2608289256	515	328	413	SUPERFAMILY	SSF55021			
2608289256	515	430	511	SUPERFAMILY	SSF55021			
2608289257	629	28	47	ProSitePatterns	PS00801	IPR005474	Transketolase, N-terminal	
2608289257	629	319	483	SMART	SM00861	IPR005475	Transketolase-like, pyrimidine-binding domain	
2608289257	629	491	624	SUPERFAMILY	SSF52922	IPR009014	Transketolase, C-terminal/Pyruvate-ferredoxin oxidoreductase, domain II	GO:0003824|GO:0008152
2608289257	629	425	441	ProSitePatterns	PS00802	IPR020826	Transketolase binding site	
2608289257	629	6	194	SUPERFAMILY	SSF52518			
2608289257	629	242	380	SUPERFAMILY	SSF52518			
2608289257	629	316	506	SUPERFAMILY	SSF52518			
2608289258	86	25	80	SUPERFAMILY	SSF81563			
2608289261	177	27	175	SUPERFAMILY	SSF52833	IPR012336	Thioredoxin-like fold	
2608289261	177	28	177	ProSiteProfiles	PS51352	IPR012336	Thioredoxin-like fold	
2608289261	177	53	64	ProSitePatterns	PS00213	IPR022272	Lipocalin conserved site	
2608289262	78	2	76	SUPERFAMILY	SSF143800			
2608289263	634	1	207	SUPERFAMILY	SSF55874	IPR003594	Histidine kinase-like ATPase, ATP-binding domain	GO:0005524
2608289263	634	22	31	ProSitePatterns	PS00298	IPR019805	Heat shock protein Hsp90, conserved site	GO:0005524|GO:0006457|GO:0006950|GO:0051082
2608289263	634	209	476	SUPERFAMILY	SSF54211	IPR020568	Ribosomal protein S5 domain 2-type fold	
2608289264	383	14	322	SUPERFAMILY	SSF55681			
2608289265	282	224	238	ProSitePatterns	PS00630	IPR020550	Inositol monophosphatase, conserved site	GO:0046854
2608289265	282	94	107	ProSitePatterns	PS00629	IPR020583	Inositol monophosphatase, metal-binding site	
2608289265	282	16	272	SUPERFAMILY	SSF56655			
2608289266	124	4	105	SUPERFAMILY	SSF54292	IPR001041	2Fe-2S ferredoxin-type domain	GO:0009055|GO:0051536
2608289266	124	5	97	ProSiteProfiles	PS51085	IPR001041	2Fe-2S ferredoxin-type domain	GO:0009055|GO:0051536
2608289268	665	7	14	ProSitePatterns	PS00297	IPR018181	Heat shock protein 70, conserved site	
2608289268	665	191	204	ProSitePatterns	PS00329	IPR018181	Heat shock protein 70, conserved site	
2608289268	665	332	346	ProSitePatterns	PS01036	IPR018181	Heat shock protein 70, conserved site	
2608289268	665	2	183	SUPERFAMILY	SSF53067			
2608289268	665	186	376	SUPERFAMILY	SSF53067			
2608289268	665	379	533	SUPERFAMILY	SSF100920			
2608289269	313	6	105	SUPERFAMILY	SSF46565	IPR001623	DnaJ domain	
2608289269	313	12	70	SMART	SM00271	IPR001623	DnaJ domain	
2608289269	313	13	87	ProSiteProfiles	PS50076	IPR001623	DnaJ domain	
2608289269	313	152	202	SUPERFAMILY	SSF49493	IPR008971	HSP40/DnaJ peptide-binding	GO:0006457|GO:0051082
2608289269	313	220	302	SUPERFAMILY	SSF49493	IPR008971	HSP40/DnaJ peptide-binding	GO:0006457|GO:0051082
2608289271	145	1	145	ProSiteProfiles	PS50072	IPR002130	Cyclophilin-like peptidyl-prolyl cis-trans isomerase domain	GO:0003755|GO:0006457
2608289271	145	3	137	SUPERFAMILY	SSF50891	IPR002130	Cyclophilin-like peptidyl-prolyl cis-trans isomerase domain	GO:0003755|GO:0006457
2608289271	145	38	55	ProSitePatterns	PS00170	IPR020892	Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site	GO:0003755|GO:0006457
2608289272	574	18	226	SUPERFAMILY	SSF55821	IPR017945	DHBP synthase RibB-like alpha/beta domain	
2608289272	574	228	399	SUPERFAMILY	SSF142695			
2608289273	351	2	146	SMART	SM00859	IPR000534	Semialdehyde dehydrogenase, NAD-binding	GO:0016620|GO:0051287|GO:0055114
2608289273	351	149	165	ProSitePatterns	PS01224	IPR023013	N-acetyl-gamma-glutamyl-phosphate reductase, active site	GO:0003942|GO:0055114
2608289273	351	2	180	SUPERFAMILY	SSF51735			
2608289273	351	154	319	SUPERFAMILY	SSF55347			
2608289274	244	181	204	ProSitePatterns	PS00373	IPR001555	Phosphoribosylglycinamide formyltransferase, active site	GO:0008168
2608289274	244	49	230	SUPERFAMILY	SSF53328	IPR002376	Formyl transferase, N-terminal	GO:0009058|GO:0016742
2608289275	527	5	485	ProSiteProfiles	PS51463	IPR001672	Phosphoglucose isomerase (PGI)	GO:0004347|GO:0006094|GO:0006096
